GW4,Liverpool,BOU,H,56%
GW4,Man City,CRY,H,49%
GW4,Arsenal,FUL,H,45%
GW4,Spurs,NFO,A,40%
GW4,Chelsea,LEI,H,38%
GW4,Brighton,LEE,H,35%
GW4,Brentford,EVE,H,32%
GW4,Man Utd,SOU,A,31%
GW4,Wolves,NEW,H,27%
GW4,Aston Villa,WHU,H,27%
GW4,West Ham,AVL,A,25%
GW4,Newcastle,WOL,A,25%
GW4,Southampton,MUN,H,22%
GW4,Everton,BRE,A,21%
GW4,Leeds,BHA,A,18%
GW4,Nott'm Forest,TOT,H,14%
GW4,Leicester,CHE,A,13%
GW4,Fulham,ARS,A,10%
GW4,Crystal Palace,MCI,A,6%
GW4,Bournemouth,LIV,A,4%
