GW6,Spurs,FUL,H,46%
GW6,Liverpool,EVE,A,44%
GW6,Man City,AVL,A,42%
GW6,Chelsea,WHU,H,38%
GW6,Wolves,SOU,H,34%
GW6,Newcastle,CRY,H,31%
GW6,Brentford,LEE,H,31%
GW6,Brighton,LEI,H,30%
GW6,Nott'm Forest,BOU,H,29%
GW6,Bournemouth,NFO,A,25%
GW6,Man Utd,ARS,H,25%
GW6,Arsenal,MUN,A,25%
GW6,Leicester,BHA,A,22%
GW6,Leeds,BRE,A,22%
GW6,Crystal Palace,NEW,A,20%
GW6,Southampton,WOL,A,19%
GW6,West Ham,CHE,A,13%
GW6,Aston Villa,MCI,H,10%
GW6,Fulham,TOT,A,9%
GW6,Everton,LIV,H,9%
