GW3,Spurs,WOL,H,41%
GW3,Man City,NEW,A,39%
GW3,Leicester,SOU,H,38%
GW3,Everton,NFO,H,37%
GW3,Arsenal,BOU,A,36%
GW3,Liverpool,MUN,A,36%
GW3,Chelsea,LEE,A,34%
GW3,Crystal Palace,AVL,H,32%
GW3,West Ham,BHA,H,30%
GW3,Brentford,FUL,A,27%
GW3,Fulham,BRE,H,26%
GW3,Brighton,WHU,A,21%
GW3,Aston Villa,CRY,A,21%
GW3,Nott'm Forest,EVE,A,18%
GW3,Leeds,CHE,H,17%
GW3,Bournemouth,ARS,H,16%
GW3,Southampton,LEI,A,16%
GW3,Man Utd,LIV,H,14%
GW3,Wolves,TOT,A,12%
GW3,Newcastle,MCI,H,12%
