Name,Team,Fixture,eAssists/90,Anytime%
Trossard,BHA,(A): LIV,0.13,13%
Alexander-Arnold,LIV,(H): BHA,0.13,12%
Kulusevski,TOT,(A): ARS,0.13,12%
Lingard,NFO,(A): LEI,0.13,12%
Rashford,MUN,(A): MCI,0.13,12%
McNeil,EVE,(A): SOU,0.13,12%
Gallagher,CHE,(A): CRY,0.13,12%
Tielemans,LEI,(H): NFO,0.13,12%
Soucek,WHU,(H): WOL,0.13,12%
Tavernier,BOU,(H): BRE,0.13,12%
Bruno Guimarães,NEW,(A): FUL,0.12,12%
Francois,FUL,(H): NEW,0.12,11%
Fernandes,MUN,(A): MCI,0.12,11%
Fabinho,LIV,(H): BHA,0.12,11%
Thiago,LIV,(H): BHA,0.12,11%
Sancho,MUN,(A): MCI,0.12,11%
Antony,MUN,(A): MCI,0.11,11%
James,CHE,(A): CRY,0.11,11%
Dewsbury-Hall,LEI,(H): NFO,0.11,11%
Albrighton,LEI,(H): NFO,0.11,10%
Jensen,BRE,(A): BOU,0.11,10%
Klich,LEE,(H): AVL,0.11,10%
Janelt,BRE,(A): BOU,0.11,10%
Nørgaard,BRE,(A): BOU,0.10,10%
Matip,LIV,(H): BHA,0.10,10%
Rodri,MCI,(H): MUN,0.10,10%
Rice,WHU,(H): WOL,0.10,10%
Dasilva,BRE,(A): BOU,0.10,10%
Cairney,FUL,(H): NEW,0.10,10%
Elanga,MUN,(A): MCI,0.10,10%
Gabriel,ARS,(H): TOT,0.10,9%
Mee,BRE,(A): BOU,0.10,9%
Xhaka,ARS,(H): TOT,0.10,9%
Milivojevic,CRY,(H): CHE,0.10,9%
Phillips,MCI,(H): MUN,0.10,9%
Mac Allister,BHA,(A): LIV,0.09,9%
Van Dijk,LIV,(H): BHA,0.09,9%
Lerma,BOU,(H): BRE,0.09,9%
Baptiste,BRE,(A): BOU,0.09,8%
Willock,NEW,(A): FUL,0.09,8%
Palhinha,FUL,(H): NEW,0.09,8%
Mitoma,BHA,(A): LIV,0.08,8%
Sanson,AVL,(A): LEE,0.08,8%
Joelinton,NEW,(A): FUL,0.08,8%
Ramsey,AVL,(A): LEE,0.08,8%
Henderson,LIV,(H): BHA,0.08,8%
Aké,MCI,(H): MUN,0.08,8%
Schär,NEW,(A): FUL,0.08,8%
Dendoncker,WOL,(A): WHU,0.08,8%
Soumaré,LEI,(H): NFO,0.08,8%
Bednarek,SOU,(H): EVE,0.08,8%
Rothwell,BOU,(H): BRE,0.08,8%
Toffolo,NFO,(A): LEI,0.08,8%
Mendy,LEI,(H): NFO,0.08,7%
Yates,NFO,(A): LEI,0.08,7%
Doherty,TOT,(A): ARS,0.08,7%
Onana,EVE,(A): SOU,0.08,7%
Chilwell,CHE,(A): CRY,0.07,7%
Davies,EVE,(A): SOU,0.07,7%
Djenepo,SOU,(H): EVE,0.07,7%
Romeu,SOU,(H): EVE,0.07,7%
Bissouma,TOT,(A): ARS,0.07,7%
Dawson,WHU,(H): WOL,0.07,7%
Douglas Luiz,AVL,(A): LEE,0.07,7%
Koulibaly,CHE,(A): CRY,0.07,7%
Mwepu,BHA,(A): LIV,0.07,7%
Llorente,LEE,(H): AVL,0.07,7%
Elneny,ARS,(H): TOT,0.07,7%
Loftus-Cheek,CHE,(A): CRY,0.07,7%
N.Williams,NFO,(A): LEI,0.07,7%
Lavia,SOU,(H): EVE,0.07,7%
R.Sessegnon,TOT,(A): ARS,0.07,7%
Schlupp,CRY,(H): CHE,0.07,7%
A.Doucouré,EVE,(A): SOU,0.07,6%
Keane,EVE,(A): SOU,0.07,6%
Eriksen,MUN,(A): MCI,0.07,6%
Ndidi,LEI,(H): NFO,0.07,6%
Højbjerg,TOT,(A): ARS,0.07,6%
Holding,ARS,(H): TOT,0.06,6%
Partey,ARS,(H): TOT,0.06,6%
Van de Beek,MUN,(A): MCI,0.06,6%
Iwobi,EVE,(A): SOU,0.06,6%
Moutinho,WOL,(A): WHU,0.06,6%
Pearson,BOU,(H): BRE,0.06,6%
Holgate,EVE,(A): SOU,0.06,6%
Mykolenko,EVE,(A): SOU,0.06,6%
Walker-Peters,SOU,(H): EVE,0.06,6%
Young,AVL,(A): LEE,0.06,6%
S.Longstaff,NEW,(A): FUL,0.06,6%
Diallo,SOU,(H): EVE,0.06,6%
Kovacic,CHE,(A): CRY,0.06,6%
Hughes,CRY,(H): CHE,0.06,6%
Castagne,LEI,(H): NFO,0.06,6%
Matheus,WOL,(A): WHU,0.06,6%
Perišić,TOT,(A): ARS,0.06,6%
Chalobah,CHE,(A): CRY,0.06,6%
Konaté,LIV,(H): BHA,0.06,6%
McArthur,CRY,(H): CHE,0.06,5%
Andersen,CRY,(H): CHE,0.06,5%
Vestergaard,LEI,(H): NFO,0.06,5%
Cook,BOU,(H): BRE,0.05,5%
Ayling,LEE,(H): AVL,0.05,5%
Stones,MCI,(H): MUN,0.05,5%
Dias,MCI,(H): MUN,0.05,5%
Lascelles,NEW,(A): FUL,0.05,5%
Collins,WOL,(A): WHU,0.05,5%
Roca,LEE,(H): AVL,0.05,5%
Emerson Royal,TOT,(A): ARS,0.05,5%
Tomkins,CRY,(H): CHE,0.05,5%
Söyüncü,LEI,(H): NFO,0.05,5%
Skipp,TOT,(A): ARS,0.05,5%
Zanka,BRE,(A): BOU,0.05,5%
Azpilicueta,CHE,(A): CRY,0.05,5%
Robertson,LIV,(H): BHA,0.05,5%
Biancone,NFO,(A): LEI,0.05,5%
Zouma,WHU,(H): WOL,0.05,5%
Vinagre,EVE,(A): SOU,0.05,5%
Saliba,ARS,(H): TOT,0.05,5%
McGinn,AVL,(A): LEE,0.05,5%
Allan,EVE,(A): SOU,0.05,5%
Fred,MUN,(A): MCI,0.05,5%
Downes,WHU,(H): WOL,0.05,5%
Coleman,EVE,(A): SOU,0.05,5%
Thomas,LEI,(H): NFO,0.05,5%
March,BHA,(A): LIV,0.05,5%
Trippier,NEW,(A): FUL,0.05,5%
Bella-Kotchap,SOU,(H): EVE,0.05,5%
Sánchez,TOT,(A): ARS,0.05,5%
Coady,EVE,(A): SOU,0.05,5%
Fredericks,BOU,(H): BRE,0.05,4%
Henry,BRE,(A): BOU,0.05,4%
Patterson,EVE,(A): SOU,0.05,4%
Chalobah,FUL,(H): NEW,0.05,4%
Cresswell,WHU,(H): WOL,0.05,4%
Hill,BOU,(H): BRE,0.05,4%
Konsa,AVL,(A): LEE,0.04,4%
Zemura,BOU,(H): BRE,0.04,4%
Jansson,BRE,(A): BOU,0.04,4%
Tsimikas,LIV,(H): BHA,0.04,4%
Colback,NFO,(A): LEI,0.04,4%
Jonny,WOL,(A): WHU,0.04,4%
Hickey,BRE,(A): BOU,0.04,4%
Kehrer,WHU,(H): WOL,0.04,4%
Chambers,AVL,(A): LEE,0.04,4%
Lamptey,BHA,(A): LIV,0.04,4%
C.Doucouré,CRY,(H): CHE,0.04,4%
Senesi,BOU,(H): BRE,0.04,4%
Freuler,NFO,(A): LEI,0.04,4%
Tierney,ARS,(H): TOT,0.04,4%
Thiago Silva,CHE,(A): CRY,0.04,4%
Lyanco,SOU,(H): EVE,0.04,4%
Mangala,NFO,(A): LEI,0.04,4%
Burn,NEW,(A): FUL,0.04,4%
Evans,LEI,(H): NFO,0.04,4%
O'Brien,NFO,(A): LEI,0.04,4%
Dier,TOT,(A): ARS,0.04,4%
Johnson,WHU,(H): WOL,0.04,4%
Webster,BHA,(A): LIV,0.04,4%
Cancelo,MCI,(H): MUN,0.04,4%
Botman,NEW,(A): FUL,0.04,4%
Adams,LEE,(H): AVL,0.04,4%
Digne,AVL,(A): LEE,0.04,4%
Cooper,LEE,(H): AVL,0.04,4%
Dunk,BHA,(A): LIV,0.04,4%
Tarkowski,EVE,(A): SOU,0.04,4%
Gomez,LIV,(H): BHA,0.04,4%
Kamara,AVL,(A): LEE,0.04,3%
Pinnock,BRE,(A): BOU,0.04,3%
McTominay,MUN,(A): MCI,0.04,3%
Toti,WOL,(A): WHU,0.04,3%
Lenglet,TOT,(A): ARS,0.04,3%
Casemiro,MUN,(A): MCI,0.04,3%
Mepham,BOU,(H): BRE,0.03,3%
Aït-Nouri,WOL,(A): WHU,0.03,3%
Stacey,BOU,(H): BRE,0.03,3%
Guéhi,CRY,(H): CHE,0.03,3%
Tete,FUL,(H): NEW,0.03,3%
Koch,LEE,(H): AVL,0.03,3%
Amartey,LEI,(H): NFO,0.03,3%
Manquillo,NEW,(A): FUL,0.03,3%
Mings,AVL,(A): LEE,0.03,3%
Perraud,SOU,(H): EVE,0.03,3%
Bentancur,TOT,(A): ARS,0.03,3%
Romero,TOT,(A): ARS,0.03,3%
Cucurella,CHE,(A): CRY,0.03,3%
Fofana,CHE,(A): CRY,0.03,3%
Valery,SOU,(H): EVE,0.03,3%
Salisu,SOU,(H): EVE,0.03,3%
Diop,FUL,(H): NEW,0.03,3%
Caicedo,BHA,(A): LIV,0.03,3%
Firpo,LEE,(H): AVL,0.03,3%
Davies,TOT,(A): ARS,0.03,3%
Tomiyasu,ARS,(H): TOT,0.03,3%
Smith,BOU,(H): BRE,0.03,3%
Roerslev,BRE,(A): BOU,0.03,3%
Zinchenko,ARS,(H): TOT,0.03,3%
Kilman,WOL,(A): WHU,0.03,3%
Justin,LEI,(H): NFO,0.03,3%
Varane,MUN,(A): MCI,0.03,3%
Targett,NEW,(A): FUL,0.03,3%
Boly,WOL,(A): WHU,0.03,3%
Van Hecke,BHA,(A): LIV,0.03,3%
Cash,AVL,(A): LEE,0.03,3%
Ajer,BRE,(A): BOU,0.03,3%
Emerson,WHU,(H): WOL,0.03,3%
Colwill,BHA,(A): LIV,0.03,3%
Struijk,LEE,(H): AVL,0.03,3%
Tosin,FUL,(H): NEW,0.03,2%
Martínez,MUN,(A): MCI,0.03,2%
Kelly,BOU,(H): BRE,0.02,2%
Bryan,FUL,(H): NEW,0.02,2%
Maguire,MUN,(A): MCI,0.02,2%
Estupiñán,BHA,(A): LIV,0.02,2%
Reed,FUL,(H): NEW,0.02,2%
Mbabu,FUL,(H): NEW,0.02,2%
Kristensen,LEE,(H): AVL,0.02,2%
McKenna,NFO,(A): LEI,0.02,2%
Semedo,WOL,(A): WHU,0.02,2%
Kouyaté,NFO,(A): LEI,0.02,2%
Coufal,WHU,(H): WOL,0.02,2%
White,ARS,(H): TOT,0.02,2%
Veltman,BHA,(A): LIV,0.02,2%
Walker,MCI,(H): MUN,0.02,2%
Cook,NFO,(A): LEI,0.02,2%
Ream,FUL,(H): NEW,0.01,1%
Robinson,FUL,(H): NEW,0.01,1%
Lindelöf,MUN,(A): MCI,0.01,1%
Clyne,CRY,(H): CHE,0.01,1%
Mitchell,CRY,(H): CHE,0.01,1%
Worrall,NFO,(A): LEI,0.01,1%
Ward,CRY,(H): CHE,0.01,1%
Malacia,MUN,(A): MCI,0.01,1%
Shaw,MUN,(A): MCI,0.01,1%
Dalot,MUN,(A): MCI,0.01,1%
Wan-Bissaka,MUN,(A): MCI,0.01,1%
Alisson,LIV,(H): BHA,0.00,0%
Leno,FUL,(H): NEW,0.00,0%
Ramsdale,ARS,(H): TOT,0.00,0%
Martínez,AVL,(A): LEE,0.00,0%
Travers,BOU,(H): BRE,0.00,0%
Raya,BRE,(A): BOU,0.00,0%
Sánchez,BHA,(A): LIV,0.00,0%
Mendy,CHE,(A): CRY,0.00,0%
Guaita,CRY,(H): CHE,0.00,0%
Pickford,EVE,(A): SOU,0.00,0%
Meslier,LEE,(H): AVL,0.00,0%
Ward,LEI,(H): NFO,0.00,0%
Ederson,MCI,(H): MUN,0.00,0%
De Gea,MUN,(A): MCI,0.00,0%
Pope,NEW,(A): FUL,0.00,0%
Henderson,NFO,(A): LEI,0.00,0%
Bazunu,SOU,(H): EVE,0.00,0%
Lloris,TOT,(A): ARS,0.00,0%
Fabianski,WHU,(H): WOL,0.00,0%
Sá,WOL,(A): WHU,0.00,0%
Neto,BOU,(H): BRE,0.00,0%
