Name,Team,Fixture,eGoals/90,Anytime%
Cash,AVL,(H): SOU,0.10,9%
Gallagher,CHE,(H): LIV,0.10,9%
Allan,EVE,(H): WHU,0.10,9%
Nakamba,AVL,(H): SOU,0.10,9%
Mac Allister,BHA,(H): CRY,0.10,9%
Caicedo,BHA,(H): CRY,0.10,9%
Tete,FUL,(A): NFO,0.10,9%
Janelt,BRE,(H): ARS,0.10,9%
Colback,NFO,(H): FUL,0.09,9%
Tavernier,BOU,(A): NEW,0.09,9%
Wan-Bissaka,MUN,(H): LEE,0.09,9%
Rice,WHU,(A): EVE,0.09,9%
Jiménez,WOL,(H): MCI,0.09,9%
Tomiyasu,ARS,(A): BRE,0.09,9%
Dasilva,BRE,(H): ARS,0.09,9%
Malacia,MUN,(H): LEE,0.09,9%
Ramsey,AVL,(H): SOU,0.09,9%
Nørgaard,BRE,(H): ARS,0.09,9%
Ajer,BRE,(H): ARS,0.09,9%
McTominay,MUN,(H): LEE,0.09,9%
Loftus-Cheek,CHE,(H): LIV,0.09,8%
Hughes,CRY,(A): BHA,0.09,8%
Dewsbury-Hall,LEI,(A): TOT,0.09,8%
Baptiste,BRE,(H): ARS,0.09,8%
Milivojevic,CRY,(A): BHA,0.09,8%
Onana,EVE,(H): WHU,0.09,8%
Onyeka,BRE,(H): ARS,0.08,8%
Kovacic,CHE,(H): LIV,0.08,8%
Mbabu,FUL,(A): NFO,0.08,8%
Emerson,WHU,(A): EVE,0.08,8%
Firpo,LEE,(A): MUN,0.08,8%
Moutinho,WOL,(H): MCI,0.08,8%
Yates,NFO,(H): FUL,0.08,8%
O'Brien,NFO,(H): FUL,0.08,8%
Partey,ARS,(A): BRE,0.08,8%
Henry,BRE,(H): ARS,0.08,8%
Tielemans,LEI,(A): TOT,0.08,8%
Walker,MCI,(A): WOL,0.08,8%
Diallo,SOU,(A): AVL,0.08,7%
Fredericks,BOU,(A): NEW,0.08,7%
Azpilicueta,CHE,(H): LIV,0.08,7%
Stones,MCI,(A): WOL,0.08,7%
Coleman,EVE,(H): WHU,0.07,7%
Klich,LEE,(A): MUN,0.07,7%
Dias,MCI,(A): WOL,0.07,7%
Mitchell,CRY,(A): BHA,0.07,7%
Romeu,SOU,(A): AVL,0.07,7%
Perraud,SOU,(A): AVL,0.07,7%
Kamara,AVL,(H): SOU,0.07,7%
Smith,BOU,(A): NEW,0.07,7%
Struijk,LEE,(A): MUN,0.07,7%
Gomez,LIV,(A): CHE,0.07,7%
Neves,WOL,(H): MCI,0.07,7%
Soucek,WHU,(A): EVE,0.07,7%
Lerma,BOU,(A): NEW,0.07,7%
Stacey,BOU,(A): NEW,0.07,7%
Reed,FUL,(A): NFO,0.07,7%
Fabinho,LIV,(A): CHE,0.07,7%
Lavia,SOU,(A): AVL,0.07,7%
Walker-Peters,SOU,(A): AVL,0.07,7%
Chalobah,FUL,(A): NFO,0.07,7%
Jorginho,CHE,(H): LIV,0.07,7%
Robinson,FUL,(A): NFO,0.07,7%
Valery,SOU,(A): AVL,0.07,7%
Zemura,BOU,(A): NEW,0.07,6%
Palhinha,FUL,(A): NFO,0.07,6%
Van Hecke,BHA,(H): CRY,0.07,6%
Pearson,BOU,(A): NEW,0.07,6%
Schlupp,CRY,(A): BHA,0.07,6%
Colwill,BHA,(H): CRY,0.07,6%
Clyne,CRY,(A): BHA,0.07,6%
Thomas,LEI,(A): TOT,0.07,6%
C.Doucouré,CRY,(A): BHA,0.07,6%
Schär,NEW,(H): BOU,0.06,6%
Hickey,BRE,(H): ARS,0.06,6%
Cook,BOU,(A): NEW,0.06,6%
Aït-Nouri,WOL,(H): MCI,0.06,6%
Dendoncker,WOL,(H): MCI,0.06,6%
Matheus,WOL,(H): MCI,0.06,6%
Soumaré,LEI,(A): TOT,0.06,6%
Johnson,WHU,(A): EVE,0.06,6%
Roerslev,BRE,(H): ARS,0.06,6%
Mings,AVL,(H): SOU,0.06,6%
Roca,LEE,(A): MUN,0.06,6%
Mbete,MCI,(A): WOL,0.05,5%
Davies,TOT,(H): LEI,0.05,5%
Burn,NEW,(H): BOU,0.05,5%
Coady,EVE,(H): WHU,0.05,5%
Jonny,WOL,(H): MCI,0.05,5%
Lenglet,TOT,(H): LEI,0.05,5%
Semedo,WOL,(H): MCI,0.05,5%
White,ARS,(A): BRE,0.05,5%
Kristensen,LEE,(A): MUN,0.05,5%
Ndidi,LEI,(A): TOT,0.05,5%
Andersen,CRY,(A): BHA,0.05,5%
Bech,BRE,(H): ARS,0.05,5%
Matip,LIV,(A): CHE,0.05,5%
Aké,MCI,(A): WOL,0.05,5%
Chambers,AVL,(H): SOU,0.04,4%
Ward,CRY,(A): BHA,0.04,4%
Tarkowski,EVE,(H): WHU,0.04,4%
Botman,NEW,(H): BOU,0.04,4%
Keane,EVE,(H): WHU,0.04,4%
Veltman,BHA,(H): CRY,0.04,4%
Castagne,LEI,(A): TOT,0.04,4%
Adams,LEE,(A): MUN,0.04,4%
Ayling,LEE,(A): MUN,0.04,4%
Justin,LEI,(A): TOT,0.04,4%
Diop,FUL,(A): NFO,0.04,4%
Saliba,ARS,(A): BRE,0.04,4%
McKenna,NFO,(H): FUL,0.04,4%
Dawson,WHU,(A): EVE,0.04,4%
Martínez,MUN,(H): LEE,0.04,4%
Chalobah,CHE,(H): LIV,0.04,4%
Lindelöf,MUN,(H): LEE,0.04,4%
Sánchez,TOT,(H): LEI,0.04,4%
Varane,MUN,(H): LEE,0.04,3%
Kelly,BOU,(A): NEW,0.03,3%
Guéhi,CRY,(A): BHA,0.03,3%
Kouyaté,NFO,(H): FUL,0.03,3%
Webster,BHA,(H): CRY,0.03,3%
Pickford,EVE,(H): WHU,0.03,3%
Maguire,MUN,(H): LEE,0.03,3%
Romero,TOT,(H): LEI,0.03,3%
Mee,BRE,(H): ARS,0.03,3%
Dunk,BHA,(H): CRY,0.03,3%
Zanka,BRE,(H): ARS,0.03,3%
Konsa,AVL,(H): SOU,0.03,3%
Koulibaly,CHE,(H): LIV,0.03,3%
Tomkins,CRY,(A): BHA,0.03,3%
Tosin,FUL,(A): NFO,0.03,3%
Van Dijk,LIV,(A): CHE,0.03,3%
Konaté,LIV,(A): CHE,0.03,3%
Bednarek,SOU,(A): AVL,0.03,3%
Cook,NFO,(H): FUL,0.03,3%
Bella-Kotchap,SOU,(A): AVL,0.03,3%
Dier,TOT,(H): LEI,0.03,3%
Worrall,NFO,(H): FUL,0.03,2%
Lyanco,SOU,(A): AVL,0.03,2%
Hill,BOU,(A): NEW,0.02,2%
Ream,FUL,(A): NFO,0.02,2%
Koch,LEE,(A): MUN,0.02,2%
Zouma,WHU,(A): EVE,0.02,2%
Kehrer,WHU,(A): EVE,0.02,2%
Cooper,LEE,(A): MUN,0.02,2%
Senesi,BOU,(A): NEW,0.02,2%
Jansson,BRE,(H): ARS,0.02,2%
Thiago Silva,CHE,(H): LIV,0.02,2%
Fofana,CHE,(H): LIV,0.02,2%
Mepham,BOU,(A): NEW,0.02,2%
Llorente,LEE,(A): MUN,0.02,2%
Collins,WOL,(H): MCI,0.02,2%
Evans,LEI,(A): TOT,0.02,2%
Amartey,LEI,(A): TOT,0.02,2%
Salisu,SOU,(A): AVL,0.02,2%
Boly,WOL,(H): MCI,0.02,2%
Söyüncü,LEI,(A): TOT,0.02,2%
Kilman,WOL,(H): MCI,0.01,1%
Alisson,LIV,(A): CHE,0.01,1%
Sá,WOL,(H): MCI,0.00,0%
Sánchez,BHA,(H): CRY,0.00,0%
Leno,FUL,(A): NFO,0.00,0%
Martínez,AVL,(H): SOU,0.00,0%
Ederson,MCI,(A): WOL,0.00,0%
Pope,NEW,(H): BOU,0.00,0%
Henderson,NFO,(H): FUL,0.00,0%
Bazunu,SOU,(A): AVL,0.00,0%
Lloris,TOT,(H): LEI,0.00,0%
Neto,BOU,(A): NEW,0.00,0%
Ramsdale,ARS,(A): BRE,0.00,0%
Travers,BOU,(A): NEW,0.00,0%
Raya,BRE,(H): ARS,0.00,0%
Mendy,CHE,(H): LIV,0.00,0%
Guaita,CRY,(A): BHA,0.00,0%
Meslier,LEE,(A): MUN,0.00,0%
Ward,LEI,(A): TOT,0.00,0%
De Gea,MUN,(H): LEE,0.00,0%
Fabianski,WHU,(A): EVE,0.00,0%
