Name,Team,Fixture,eGoals/90,Anytime%
Vinagre,EVE,(H): MUN,0.12,11%
Targett,NEW,(H): BRE,0.12,11%
Joelinton,NEW,(H): BRE,0.12,11%
Manquillo,NEW,(H): BRE,0.12,11%
Gabriel,ARS,(H): LIV,0.12,11%
Jorginho,CHE,(H): WOL,0.12,11%
Mykolenko,EVE,(H): MUN,0.12,11%
Bentancur,TOT,(A): BHA,0.11,11%
Zinchenko,ARS,(H): LIV,0.11,11%
Shaw,MUN,(A): EVE,0.11,11%
S.Longstaff,NEW,(H): BRE,0.11,11%
Bissouma,TOT,(A): BHA,0.11,11%
Keita,LIV,(A): ARS,0.11,10%
Francois,FUL,(A): WHU,0.11,10%
Emerson,WHU,(H): FUL,0.11,10%
Walker,MCI,(H): SOU,0.11,10%
Adama,WOL,(A): CHE,0.11,10%
Estupiñán,BHA,(H): TOT,0.11,10%
Mitchell,CRY,(H): LEE,0.10,10%
A.Doucouré,EVE,(H): MUN,0.10,10%
Patterson,EVE,(H): MUN,0.10,10%
Stones,MCI,(H): SOU,0.10,10%
Downes,WHU,(H): FUL,0.10,10%
Iwobi,EVE,(H): MUN,0.10,10%
McGinn,AVL,(A): NFO,0.10,10%
Tierney,ARS,(H): LIV,0.10,9%
Soucek,WHU,(H): FUL,0.10,9%
Thomas,LEI,(A): BOU,0.10,9%
Dias,MCI,(H): SOU,0.10,9%
Jiménez,WOL,(A): CHE,0.10,9%
Smith,BOU,(H): LEI,0.10,9%
Fredericks,BOU,(H): LEI,0.10,9%
Schlupp,CRY,(H): LEE,0.10,9%
Davies,EVE,(H): MUN,0.10,9%
Freuler,NFO,(H): AVL,0.10,9%
Aké,MCI,(H): SOU,0.09,9%
Dalot,MUN,(A): EVE,0.09,9%
Clyne,CRY,(H): LEE,0.09,9%
Colback,NFO,(H): AVL,0.09,9%
Mangala,NFO,(H): AVL,0.09,9%
Janelt,BRE,(A): NEW,0.09,9%
Cairney,FUL,(A): WHU,0.09,9%
Soumaré,LEI,(A): BOU,0.09,9%
Richards,NFO,(H): AVL,0.09,9%
C.Doucouré,CRY,(H): LEE,0.09,9%
Dasilva,BRE,(A): NEW,0.09,9%
Willock,NEW,(H): BRE,0.09,9%
Højbjerg,TOT,(A): BHA,0.09,9%
Skipp,TOT,(A): BHA,0.09,9%
Ajer,BRE,(A): NEW,0.09,9%
Ward-Prowse,SOU,(A): MCI,0.09,9%
Nakamba,AVL,(A): NFO,0.09,8%
Cash,AVL,(A): NFO,0.09,8%
Douglas Luiz,AVL,(A): NFO,0.09,8%
Lerma,BOU,(H): LEI,0.09,8%
Zemura,BOU,(H): LEI,0.09,8%
Coleman,EVE,(H): MUN,0.09,8%
Biancone,NFO,(H): AVL,0.09,8%
Stacey,BOU,(H): LEI,0.09,8%
Firpo,LEE,(A): CRY,0.09,8%
Nørgaard,BRE,(A): NEW,0.09,8%
A.Armstrong,SOU,(A): MCI,0.09,8%
Adams,SOU,(A): MCI,0.09,8%
Pearson,BOU,(H): LEI,0.09,8%
Moutinho,WOL,(A): CHE,0.09,8%
Elneny,ARS,(H): LIV,0.08,8%
Aribo,SOU,(A): MCI,0.08,8%
Mara,SOU,(A): MCI,0.08,8%
Baptiste,BRE,(A): NEW,0.08,8%
Onana,EVE,(H): MUN,0.08,8%
Ramsey,AVL,(A): NFO,0.08,8%
Cook,BOU,(H): LEI,0.08,8%
Mac Allister,BHA,(H): TOT,0.08,8%
Klich,LEE,(A): CRY,0.08,8%
Mendy,LEI,(A): BOU,0.08,8%
Casemiro,MUN,(A): EVE,0.08,8%
Elyounoussi,SOU,(A): MCI,0.08,8%
Walcott,SOU,(A): MCI,0.08,8%
S.Armstrong,SOU,(A): MCI,0.08,8%
Onyeka,BRE,(A): NEW,0.08,8%
Caicedo,BHA,(H): TOT,0.08,8%
Johnson,WHU,(H): FUL,0.08,8%
Bryan,FUL,(A): WHU,0.08,8%
Forshaw,LEE,(A): CRY,0.08,8%
Ndidi,LEI,(A): BOU,0.08,8%
Drameh,LEE,(A): CRY,0.08,8%
Wan-Bissaka,MUN,(A): EVE,0.08,7%
Henry,BRE,(A): NEW,0.08,7%
Struijk,LEE,(A): CRY,0.08,7%
Malacia,MUN,(A): EVE,0.08,7%
O'Brien,NFO,(H): AVL,0.08,7%
Fabinho,LIV,(A): ARS,0.07,7%
McTominay,MUN,(A): EVE,0.07,7%
Yates,NFO,(H): AVL,0.07,7%
Tomiyasu,ARS,(H): LIV,0.07,7%
Neves,WOL,(A): CHE,0.07,7%
Tete,FUL,(A): WHU,0.07,7%
Gomez,LIV,(A): ARS,0.07,7%
Ward,CRY,(H): LEE,0.07,7%
Kamara,AVL,(A): NFO,0.07,6%
Andersen,CRY,(H): LEE,0.07,6%
Castagne,LEI,(A): BOU,0.07,6%
Aït-Nouri,WOL,(A): CHE,0.07,6%
Matheus,WOL,(A): CHE,0.06,6%
Mbabu,FUL,(A): WHU,0.06,6%
Partey,ARS,(H): LIV,0.06,6%
Roerslev,BRE,(A): NEW,0.06,6%
Roca,LEE,(A): CRY,0.06,6%
Justin,LEI,(A): BOU,0.06,6%
Dendoncker,WOL,(A): CHE,0.06,6%
Hickey,BRE,(A): NEW,0.06,6%
Djenepo,SOU,(A): MCI,0.06,6%
Van Hecke,BHA,(H): TOT,0.06,6%
Chalobah,CHE,(H): WOL,0.06,6%
Bech,BRE,(A): NEW,0.06,6%
Kristensen,LEE,(A): CRY,0.06,5%
Laporte,MCI,(H): SOU,0.06,5%
Jonny,WOL,(A): CHE,0.06,5%
Chalobah,FUL,(A): WHU,0.05,5%
Schär,NEW,(H): BRE,0.05,5%
Semedo,WOL,(A): CHE,0.05,5%
Reed,FUL,(A): WHU,0.05,5%
Robinson,FUL,(A): WHU,0.05,5%
Palhinha,FUL,(A): WHU,0.05,5%
Dawson,WHU,(H): FUL,0.05,5%
Mings,AVL,(A): NFO,0.05,5%
Aguerd,WHU,(H): FUL,0.05,5%
Koulibaly,CHE,(H): WOL,0.05,5%
Matip,LIV,(A): ARS,0.05,5%
Diallo,SOU,(A): MCI,0.05,5%
Coady,EVE,(H): MUN,0.05,5%
Colwill,BHA,(H): TOT,0.05,5%
Guéhi,CRY,(H): LEE,0.05,4%
Adams,LEE,(A): CRY,0.05,4%
Burn,NEW,(H): BRE,0.04,4%
Romeu,SOU,(A): MCI,0.04,4%
Lavia,SOU,(A): MCI,0.04,4%
Perraud,SOU,(A): MCI,0.04,4%
Chambers,AVL,(A): NFO,0.04,4%
Holgate,EVE,(H): MUN,0.04,4%
Tarkowski,EVE,(H): MUN,0.04,4%
Walker-Peters,SOU,(A): MCI,0.04,4%
Valery,SOU,(A): MCI,0.04,4%
Kelly,BOU,(H): LEI,0.04,4%
Tomkins,CRY,(H): LEE,0.04,4%
Ayling,LEE,(A): CRY,0.04,4%
Keane,EVE,(H): MUN,0.04,4%
Davies,TOT,(A): BHA,0.04,4%
Lenglet,TOT,(A): BHA,0.04,4%
Botman,NEW,(H): BRE,0.04,4%
Lascelles,NEW,(H): BRE,0.04,4%
Veltman,BHA,(H): TOT,0.04,3%
Thiago Silva,CHE,(H): WOL,0.04,3%
Fofana,CHE,(H): WOL,0.04,3%
McKenna,NFO,(H): AVL,0.04,3%
White,ARS,(H): LIV,0.03,3%
Martínez,MUN,(A): EVE,0.03,3%
Saliba,ARS,(H): LIV,0.03,3%
Vestergaard,LEI,(A): BOU,0.03,3%
Lindelöf,MUN,(A): EVE,0.03,3%
Zouma,WHU,(H): FUL,0.03,3%
Hill,BOU,(H): LEI,0.03,3%
Kehrer,WHU,(H): FUL,0.03,3%
Diop,FUL,(A): WHU,0.03,3%
Konaté,LIV,(A): ARS,0.03,3%
Varane,MUN,(A): EVE,0.03,3%
Mee,BRE,(A): NEW,0.03,3%
Evans,LEI,(A): BOU,0.03,3%
Van Dijk,LIV,(A): ARS,0.03,3%
Sánchez,TOT,(A): BHA,0.03,3%
Senesi,BOU,(H): LEI,0.03,3%
Pickford,EVE,(H): MUN,0.03,3%
Konsa,AVL,(A): NFO,0.03,3%
Pinnock,BRE,(A): NEW,0.03,3%
Webster,BHA,(H): TOT,0.03,3%
Koch,LEE,(A): CRY,0.03,3%
Amartey,LEI,(A): BOU,0.03,3%
Maguire,MUN,(A): EVE,0.03,3%
Mepham,BOU,(H): LEI,0.03,2%
Dunk,BHA,(H): TOT,0.03,2%
Söyüncü,LEI,(A): BOU,0.03,2%
Kouyaté,NFO,(H): AVL,0.03,2%
Cooper,LEE,(A): CRY,0.02,2%
Romero,TOT,(A): BHA,0.02,2%
Duffy,FUL,(A): WHU,0.02,2%
Cook,NFO,(H): AVL,0.02,2%
Worrall,NFO,(H): AVL,0.02,2%
Tosin,FUL,(A): WHU,0.02,2%
Llorente,LEE,(A): CRY,0.02,2%
Dier,TOT,(A): BHA,0.02,2%
Jansson,BRE,(A): NEW,0.02,2%
Collins,WOL,(A): CHE,0.02,2%
Ream,FUL,(A): WHU,0.02,2%
Boly,WOL,(A): CHE,0.02,2%
Bednarek,SOU,(A): MCI,0.02,2%
Lyanco,SOU,(A): MCI,0.01,1%
Bella-Kotchap,SOU,(A): MCI,0.01,1%
Kilman,WOL,(A): CHE,0.01,1%
Salisu,SOU,(A): MCI,0.01,1%
Alisson,LIV,(A): ARS,0.01,1%
Sá,WOL,(A): CHE,0.00,0%
Ederson,MCI,(H): SOU,0.00,0%
Leno,FUL,(A): WHU,0.00,0%
Sánchez,BHA,(H): TOT,0.00,0%
Mendy,CHE,(H): WOL,0.00,0%
Guaita,CRY,(H): LEE,0.00,0%
Ward,LEI,(A): BOU,0.00,0%
Pope,NEW,(H): BRE,0.00,0%
Henderson,NFO,(H): AVL,0.00,0%
Lloris,TOT,(A): BHA,0.00,0%
Fabianski,WHU,(H): FUL,0.00,0%
Neto,BOU,(H): LEI,0.00,0%
Ramsdale,ARS,(H): LIV,0.00,0%
Martínez,AVL,(A): NFO,0.00,0%
Travers,BOU,(H): LEI,0.00,0%
Raya,BRE,(A): NEW,0.00,0%
Meslier,LEE,(A): CRY,0.00,0%
De Gea,MUN,(A): EVE,0.00,0%
Bazunu,SOU,(A): MCI,0.00,0%
